Sentence,new_sentence,tags,tokens
Now we can say we climbed a mountain!,Now we can say we climbed a Perisher!,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN']","['Now', 'we', 'can', 'say', 'we', 'climbed', 'a', 'Perisher']"
"From them he derived a sound knowledge of artillery and fortification, and particularly of mountain warfare, which latter was destined to prove of inestimable service to him in his first campaigns of 1794-95 and 1796.","From them he derived a sound knowledge of artillery and fortification, and particularly of Mount Kilimanjaro warfare, which latter was destined to prove of inestimable service to him in his first campaigns of 1794-95 and 1796.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['From', 'them', 'he', 'derived', 'a', 'sound', 'knowledge', 'of', 'artillery', 'and', 'fortification', 'and', 'particularly', 'of', 'Mount', 'Kilimanjaro', 'warfare', 'which', 'latter', 'was', 'destined', 'to', 'prove', 'of', 'inestimable', 'service', 'to', 'him', 'in', 'his', 'first', 'campaigns', 'of', '1794', '95', 'and', '1796', '.']"
"Schists, as a rule, are found in regions composed mainly of metamorphic rocks, such as the Central Alps, Himalayas, and other mountain ranges, Saxony, Scandinavia, the Highlands of Scotland and north-west of Ireland.","Schists, as a rule, are found in regions composed mainly of metamorphic rocks, such as the Central Alps, Himalayas, and other Etna ranges, Saxony, Scandinavia, the Highlands of Scotland and north-west of Ireland.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'B-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Schists', 'as', 'a', 'rule', 'are', 'found', 'in', 'regions', 'composed', 'mainly', 'of', 'metamorphic', 'rocks', 'such', 'as', 'the', 'Central', 'Alps', 'Himalayas', 'and', 'other', 'Etna', 'ranges', 'Saxony', 'Scandinavia', 'the', 'Highlands', 'of', 'Scotland', 'and', 'north', 'west', 'of', 'Ireland', '.']"
"Some of the Siberian forms, thus brought into proximity with the Indian flora, extend to the rainy parts of the mountains, and even to the plains of upper India.","Some of the Siberian forms, thus brought into proximity with the Indian flora, extend to the rainy parts of the Mount Denali, and even to the plains of upper India.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Some', 'of', 'the', 'Siberian', 'forms', 'thus', 'brought', 'into', 'proximity', 'with', 'the', 'Indian', 'flora', 'extend', 'to', 'the', 'rainy', 'parts', 'of', 'the', 'Mount', 'Denali', 'and', 'even', 'to', 'the', 'plains', 'of', 'upper', 'India', '.']"
"The part of the Elburz immediately north of Teheran is known as the Kuh i Shimran (mountain of Shimran, from the name of the Shimran district on its southern slopes) and culminates in the Sar i Tochal (12,600 ft.).","The part of the Elburz immediately north of Teheran is known as the Kuh i Shimran (Sierra Nevada of Shimran, from the name of the Shimran district on its southern slopes) and culminates in the Sar i Tochal (12,600 ft.).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'part', 'of', 'the', 'Elburz', 'immediately', 'north', 'of', 'Teheran', 'is', 'known', 'as', 'the', 'Kuh', 'i', 'Shimran', 'Sierra', 'Nevada', 'of', 'Shimran', 'from', 'the', 'name', 'of', 'the', 'Shimran', 'district', 'on', 'its', 'southern', 'slopes', 'and', 'culminates', 'in', 'the', 'Sar', 'i', 'Tochal', '12', '600', 'ft', '.', '.']"
"From such causes the physical conditions of a large part of Asia, and the history of its population, have been very greatly influenced by the occurrence of the mass of mountain above de Iiima- scribed, which includes the Himalaya and the whole tayan elevated area having true physical connexion with that boundary.","From such causes the physical conditions of a large part of Asia, and the history of its population, have been very greatly influenced by the occurrence of the mass of Giant Mountains above de Iiima- scribed, which includes the Himalaya and the whole tayan elevated area having true physical connexion with that boundary.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['From', 'such', 'causes', 'the', 'physical', 'conditions', 'of', 'a', 'large', 'part', 'of', 'Asia', 'and', 'the', 'history', 'of', 'its', 'population', 'have', 'been', 'very', 'greatly', 'influenced', 'by', 'the', 'occurrence', 'of', 'the', 'mass', 'of', 'Giant', 'Mountains', 'above', 'de', 'Iiima', 'scribed', 'which', 'includes', 'the', 'Himalaya', 'and', 'the', 'whole', 'tayan', 'elevated', 'area', 'having', 'true', 'physical', 'connexion', 'with', 'that', 'boundary', '.']"
Finally he decided to group his corps round Gorlitz and Bautzen whence they could either meet the enemy advancing from Breslau or fall on his flank over the mountains if they attempted to force their way into Saxony by the valley of the Elbe.,Finally he decided to group his corps round Gorlitz and Bautzen whence they could either meet the enemy advancing from Breslau or fall on his flank over the Mount Puncak Jaya if they attempted to force their way into Saxony by the valley of the Elbe.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Finally', 'he', 'decided', 'to', 'group', 'his', 'corps', 'round', 'Gorlitz', 'and', 'Bautzen', 'whence', 'they', 'could', 'either', 'meet', 'the', 'enemy', 'advancing', 'from', 'Breslau', 'or', 'fall', 'on', 'his', 'flank', 'over', 'the', 'Mount', 'Puncak', 'Jaya', 'if', 'they', 'attempted', 'to', 'force', 'their', 'way', 'into', 'Saxony', 'by', 'the', 'valley', 'of', 'the', 'Elbe', '.']"
"Their territories are being rapidly occupied by Russians, and their settlements are cut in two by the Russian stream - the Baraba Tatars and the Yakuts being to the north of it, and the others having been driven back to the hilly tracts of the Altai and Sayan Mountains.","Their territories are being rapidly occupied by Russians, and their settlements are cut in two by the Russian stream - the Baraba Tatars and the Yakuts being to the north of it, and the others having been driven back to the hilly tracts of the Altai and Sayan Mountains.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['Their', 'territories', 'are', 'being', 'rapidly', 'occupied', 'by', 'Russians', 'and', 'their', 'settlements', 'are', 'cut', 'in', 'two', 'by', 'the', 'Russian', 'stream', 'the', 'Baraba', 'Tatars', 'and', 'the', 'Yakuts', 'being', 'to', 'the', 'north', 'of', 'it', 'and', 'the', 'others', 'having', 'been', 'driven', 'back', 'to', 'the', 'hilly', 'tracts', 'of', 'the', 'Altai', 'and', 'Sayan', 'Mountains', '.']"
"These mountains are among the most recent in the continent, and some of them, at least, are still growing.","These Kosciuszko are among the most recent in the continent, and some of them, at least, are still growing.","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['These', 'Kosciuszko', 'are', 'among', 'the', 'most', 'recent', 'in', 'the', 'continent', 'and', 'some', 'of', 'them', 'at', 'least', 'are', 'still', 'growing', '.']"
"The interior of Cutch is studded with hills of considerable elevation, and a range of mountains runs through it from east to west, many of them of the most fantastic shapes, with large isolated masses of rock scattered in all directions.","The interior of Cutch is studded with hills of considerable elevation, and a range of Chimborazo runs through it from east to west, many of them of the most fantastic shapes, with large isolated masses of rock scattered in all directions.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'interior', 'of', 'Cutch', 'is', 'studded', 'with', 'hills', 'of', 'considerable', 'elevation', 'and', 'a', 'range', 'of', 'Chimborazo', 'runs', 'through', 'it', 'from', 'east', 'to', 'west', 'many', 'of', 'them', 'of', 'the', 'most', 'fantastic', 'shapes', 'with', 'large', 'isolated', 'masses', 'of', 'rock', 'scattered', 'in', 'all', 'directions', '.']"
Gassed. Everyone hiding inside the mountain.,Gassed. Everyone hiding inside the Cho Oyu.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['Gassed', '.', 'Everyone', 'hiding', 'inside', 'the', 'Cho', 'Oyu', '.']"
"This plateau, however, is not a plain, but contains many buttes and mesas and isolated mountain ranges rising from 1000 to 8000 ft.","This plateau, however, is not a plain, but contains many buttes and mesas and isolated Lennox Hills ranges rising from 1000 to 8000 ft.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'plateau', 'however', 'is', 'not', 'a', 'plain', 'but', 'contains', 'many', 'buttes', 'and', 'mesas', 'and', 'isolated', 'Lennox', 'Hills', 'ranges', 'rising', 'from', '1000', 'to', '8000', 'ft', '.']"
The party did not succeed in climbing the mountain.,The party did not succeed in climbing the Wind River Mountains.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O']","['The', 'party', 'did', 'not', 'succeed', 'in', 'climbing', 'the', 'Wind', 'River', 'Mountains', '.']"
The interesting occurrence of certain halophytes and hemi-halophytes on sea-shores and also on mountains is probably to be explained by the past distribution of the species in question.,The interesting occurrence of certain halophytes and hemi-halophytes on sea-shores and also on Damavand is probably to be explained by the past distribution of the species in question.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'interesting', 'occurrence', 'of', 'certain', 'halophytes', 'and', 'hemi', 'halophytes', 'on', 'sea', 'shores', 'and', 'also', 'on', 'Damavand', 'is', 'probably', 'to', 'be', 'explained', 'by', 'the', 'past', 'distribution', 'of', 'the', 'species', 'in', 'question', '.']"
"A short distance south of the city is Red Mountain, 25 m.","A short distance south of the city is Red Mountain, 25 m.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['A', 'short', 'distance', 'south', 'of', 'the', 'city', 'is', 'Red', 'Mountain', '25', 'm', '.']"
"Sheep abound in the more temperate regions, and goats are universally met with; both of these animals are used as beasts of burden in the mountains of Tibet.","Sheep abound in the more temperate regions, and goats are universally met with; both of these animals are used as beasts of burden in the Rockies of Tibet.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O']","['Sheep', 'abound', 'in', 'the', 'more', 'temperate', 'regions', 'and', 'goats', 'are', 'universally', 'met', 'with', 'both', 'of', 'these', 'animals', 'are', 'used', 'as', 'beasts', 'of', 'burden', 'in', 'the', 'Rockies', 'of', 'Tibet', '.']"
"Among these some forms, as among the trees, extend much be y ond the tropic and ascend into the temperate zones on the mountains, of which may be mentioned Begonia, Osbeckia, various Cyrtandraceae, Scitamineae, and a few epiphytical orchids.","Among these some forms, as among the trees, extend much be y ond the tropic and ascend into the temperate zones on the Tianmu Mountains, of which may be mentioned Begonia, Osbeckia, various Cyrtandraceae, Scitamineae, and a few epiphytical orchids.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Among', 'these', 'some', 'forms', 'as', 'among', 'the', 'trees', 'extend', 'much', 'be', 'y', 'ond', 'the', 'tropic', 'and', 'ascend', 'into', 'the', 'temperate', 'zones', 'on', 'the', 'Tianmu', 'Mountains', 'of', 'which', 'may', 'be', 'mentioned', 'Begonia', 'Osbeckia', 'various', 'Cyrtandraceae', 'Scitamineae', 'and', 'a', 'few', 'epiphytical', 'orchids', '.']"
"The minor tributaries become more numerous and more constant, until the system of torrents has impressed its own individuality on the mountain side.","The minor tributaries become more numerous and more constant, until the system of torrents has impressed its own individuality on the Khao Luang side.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']","['The', 'minor', 'tributaries', 'become', 'more', 'numerous', 'and', 'more', 'constant', 'until', 'the', 'system', 'of', 'torrents', 'has', 'impressed', 'its', 'own', 'individuality', 'on', 'the', 'Khao', 'Luang', 'side', '.']"
Two mountain rescue volunteers descended with remarkable agility to where he crouched.,Two Karakol Mountains rescue volunteers descended with remarkable agility to where he crouched.,"['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Two', 'Karakol', 'Mountains', 'rescue', 'volunteers', 'descended', 'with', 'remarkable', 'agility', 'to', 'where', 'he', 'crouched', '.']"
"I know you must be buried in your mountain of mails, but I wonder if I can hear from you regarding the mail I sent you last week?","I know you must be buried in your Picos de Europa of mails, but I wonder if I can hear from you regarding the mail I sent you last week?","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'know', 'you', 'must', 'be', 'buried', 'in', 'your', 'Picos', 'de', 'Europa', 'of', 'mails', 'but', 'I', 'wonder', 'if', 'I', 'can', 'hear', 'from', 'you', 'regarding', 'the', 'mail', 'I', 'sent', 'you', 'last', 'week']"
"Thus, for example, in a mountain range at right angles to a prevailing sea-wind, it is the land forms which determine that one side of the range shall be richly watered and deeply dissected by a complete system of valleys, while the other side is dry, indefinite in its valley systems, and sends none of its scanty drainage to the sea.","Thus, for example, in a Mount Banahaw range at right angles to a prevailing sea-wind, it is the land forms which determine that one side of the range shall be richly watered and deeply dissected by a complete system of valleys, while the other side is dry, indefinite in its valley systems, and sends none of its scanty drainage to the sea.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Thus', 'for', 'example', 'in', 'a', 'Mount', 'Banahaw', 'range', 'at', 'right', 'angles', 'to', 'a', 'prevailing', 'sea', 'wind', 'it', 'is', 'the', 'land', 'forms', 'which', 'determine', 'that', 'one', 'side', 'of', 'the', 'range', 'shall', 'be', 'richly', 'watered', 'and', 'deeply', 'dissected', 'by', 'a', 'complete', 'system', 'of', 'valleys', 'while', 'the', 'other', 'side', 'is', 'dry', 'indefinite', 'in', 'its', 'valley', 'systems', 'and', 'sends', 'none', 'of', 'its', 'scanty', 'drainage', 'to', 'the', 'sea', '.']"
"At length, we reached the top of the mountain.","At length, we reached the top of the Mount Tai.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['At', 'length', 'we', 'reached', 'the', 'top', 'of', 'the', 'Mount', 'Tai', '.']"
"For the Coastal Plain Region it is 54 in.; for the Piedmont Plateau Region, 48 in.; and for the Mountain Region, 53 in.","For the Coastal Plain Region it is 54 in.; for the Piedmont Plateau Region, 48 in.; and for the Mountain Region, 53 in.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['For', 'the', 'Coastal', 'Plain', 'Region', 'it', 'is', '54', 'in', '.', 'for', 'the', 'Piedmont', 'Plateau', 'Region', '48', 'in', '.', 'and', 'for', 'the', 'Mountain', 'Region', '53', 'in', '.']"
Lead has been reported from the Nidi or Niete Mountains.,Lead has been reported from the Nidi or Niete Mountains.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Lead', 'has', 'been', 'reported', 'from', 'the', 'Nidi', 'or', 'Niete', 'Mountains', '.']"
"Thus, the Kaibals left the Sayan mountains and took possession of the Abakan steppe (Minusinsk region), abandoned by the Kirghizes, in the earlier years of last century, and in N.E.","Thus, the Kaibals left the Sayan Cotswolds and took possession of the Abakan steppe (Minusinsk region), abandoned by the Kirghizes, in the earlier years of last century, and in N.E.","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Thus', 'the', 'Kaibals', 'left', 'the', 'Sayan', 'Cotswolds', 'and', 'took', 'possession', 'of', 'the', 'Abakan', 'steppe', 'Minusinsk', 'region', 'abandoned', 'by', 'the', 'Kirghizes', 'in', 'the', 'earlier', 'years', 'of', 'last', 'century', 'and', 'in', 'N', '.', 'E', '.']"
"Leyon took her into one of the mountains, and she sighed at the blast of chilled air that greeted her.","Leyon took her into one of the Sierra de San Pedro Martir, and she sighed at the blast of chilled air that greeted her.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Leyon', 'took', 'her', 'into', 'one', 'of', 'the', 'Sierra', 'de', 'San', 'Pedro', 'Martir', 'and', 'she', 'sighed', 'at', 'the', 'blast', 'of', 'chilled', 'air', 'that', 'greeted', 'her', '.']"
"One tribe, living in the Maluti mountains, was reduced to cannibalism.","One tribe, living in the Maluti Alborz Mountains, was reduced to cannibalism.","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['One', 'tribe', 'living', 'in', 'the', 'Maluti', 'Alborz', 'Mountains', 'was', 'reduced', 'to', 'cannibalism', '.']"
"The most important inlet, the Ceramic Gulf, or Gulf of Cos, extends inland for 70 m., between the great mountain promontory terminating at Myndus on the north, and that which extends to Cnidus and the remarkable headland of Cape Krio on the south.","The most important inlet, the Ceramic Gulf, or Gulf of Cos, extends inland for 70 m., between the great Matterhorn promontory terminating at Myndus on the north, and that which extends to Cnidus and the remarkable headland of Cape Krio on the south.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'most', 'important', 'inlet', 'the', 'Ceramic', 'Gulf', 'or', 'Gulf', 'of', 'Cos', 'extends', 'inland', 'for', '70', 'm', '.', 'between', 'the', 'great', 'Matterhorn', 'promontory', 'terminating', 'at', 'Myndus', 'on', 'the', 'north', 'and', 'that', 'which', 'extends', 'to', 'Cnidus', 'and', 'the', 'remarkable', 'headland', 'of', 'Cape', 'Krio', 'on', 'the', 'south', '.']"
"On the other hand, there are on the western outskirts of the plateau a few mountain chains which take a direction at right angles to the above (that is, from north-west to south-east), and parallel to the great line of upheavals in south-west Asia.","On the other hand, there are on the western outskirts of the plateau a few Fuji chains which take a direction at right angles to the above (that is, from north-west to south-east), and parallel to the great line of upheavals in south-west Asia.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['On', 'the', 'other', 'hand', 'there', 'are', 'on', 'the', 'western', 'outskirts', 'of', 'the', 'plateau', 'a', 'few', 'Fuji', 'chains', 'which', 'take', 'a', 'direction', 'at', 'right', 'angles', 'to', 'the', 'above', 'that', 'is', 'from', 'north', 'west', 'to', 'south', 'east', 'and', 'parallel', 'to', 'the', 'great', 'line', 'of', 'upheavals', 'in', 'south', 'west', 'Asia', '.']"
At several stations enjoying a wide prospect the dissipation has been observed to be specially high on days of great visibility when distant mountains can be recognized.,At several stations enjoying a wide prospect the dissipation has been observed to be specially high on days of great visibility when distant Namjagbarwa can be recognized.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']","['At', 'several', 'stations', 'enjoying', 'a', 'wide', 'prospect', 'the', 'dissipation', 'has', 'been', 'observed', 'to', 'be', 'specially', 'high', 'on', 'days', 'of', 'great', 'visibility', 'when', 'distant', 'Namjagbarwa', 'can', 'be', 'recognized', '.']"
"It is obvious that the area of a group of mountains projected on a horizontal plane, such as is presented by a map, must differ widely from the area of the superficies or physical surface of those mountains exposed to the air.","It is obvious that the area of a group of Cerro Torre projected on a horizontal plane, such as is presented by a map, must differ widely from the area of the superficies or physical surface of those Hubbard Glacier exposed to the air.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['It', 'is', 'obvious', 'that', 'the', 'area', 'of', 'a', 'group', 'of', 'Cerro', 'Torre', 'projected', 'on', 'a', 'horizontal', 'plane', 'such', 'as', 'is', 'presented', 'by', 'a', 'map', 'must', 'differ', 'widely', 'from', 'the', 'area', 'of', 'the', 'superficies', 'or', 'physical', 'surface', 'of', 'those', 'Hubbard', 'Glacier', 'exposed', 'to', 'the', 'air', '.']"
Someone wiped out everyone in the mountain.,Someone wiped out everyone in the Appalachians.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['Someone', 'wiped', 'out', 'everyone', 'in', 'the', 'Appalachians', '.']"
"In the mountains of Peru we find such characteristic northern genera as Draba, Alchemilla, Saxifraga, Valeriana, Gentiana and Bartsia.","In the Baker of Peru we find such characteristic northern genera as Draba, Alchemilla, Saxifraga, Valeriana, Gentiana and Bartsia.","['O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'the', 'Baker', 'of', 'Peru', 'we', 'find', 'such', 'characteristic', 'northern', 'genera', 'as', 'Draba', 'Alchemilla', 'Saxifraga', 'Valeriana', 'Gentiana', 'and', 'Bartsia', '.']"
It is dangerous to climb that mountain.,It is dangerous to climb that Holy Cross.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['It', 'is', 'dangerous', 'to', 'climb', 'that', 'Holy', 'Cross', '.']"
"It is one of the highest mountains of Africa, its highest peak reaching an altitude of 17,007 feet.","It is one of the highest Dolomites of Africa, its highest peak reaching an altitude of 17,007 feet.","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['It', 'is', 'one', 'of', 'the', 'highest', 'Dolomites', 'of', 'Africa', 'its', 'highest', 'peak', 'reaching', 'an', 'altitude', 'of', '17', '007', 'feet', '.']"
This mountain scenery is very beautiful.,This Batur scenery is very beautiful.,"['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['This', 'Batur', 'scenery', 'is', 'very', 'beautiful', '.']"
"The worship of Pan was introduced after the Persian wars, in consequence of an apparition seen by Pheidippides, the Athenian courier, in the mountains of Arcadia.","The worship of Pan was introduced after the Persian wars, in consequence of an apparition seen by Pheidippides, the Athenian courier, in the Mount Taranaki of Arcadia.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['The', 'worship', 'of', 'Pan', 'was', 'introduced', 'after', 'the', 'Persian', 'wars', 'in', 'consequence', 'of', 'an', 'apparition', 'seen', 'by', 'Pheidippides', 'the', 'Athenian', 'courier', 'in', 'the', 'Mount', 'Taranaki', 'of', 'Arcadia', '.']"
Do you think we chased the mountain lion away?,Do you think we chased the Yangtze Mountains lion away?,"['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']","['Do', 'you', 'think', 'we', 'chased', 'the', 'Yangtze', 'Mountains', 'lion', 'away']"
